1,1,29/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,16,16,16.00,,0,,,0,1,,1,18 years 262 days
2,2,08/10/2020,Sunrisers Hyderabad,Dubai International Cricket Stadium,11,27,13.50,,0,,,0,,,1,20 years 59 days
3,3,10/10/2020,Kolkata Knight Riders,Sheikh Zayed Stadium,4,31,10.33,,0,,,0,1,,2,20 years 61 days
4,4,30/04/2021,Royal Challengers Bengaluru,Narendra Modi Stadium,7,38,9.50,,0,,,0,,,2,20 years 263 days
5,5,02/05/2021,Delhi Capitals,Narendra Modi Stadium,12,50,10.00,,0,,,0,,,2,20 years 265 days
6,6,17/04/2022,Sunrisers Hyderabad,Dr DY Patil Sports Academy,14,64,10.67,,0,,,0,,,2,21 years 250 days
7,7,01/04/2023,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,23,87,12.43,,0,,,0,,,2,22 years 234 days
8,8,05/04/2023,Rajasthan Royals,Barsapara Cricket Stadium,60,147,18.38,,0,,,0,,,2,22 years 238 days
9,9,09/04/2023,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,0,147,16.33,,0,,,0,,,2,22 years 242 days
10,10,13/04/2023,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,0,147,14.70,,0,,,0,,,2,22 years 246 days
11,11,15/04/2023,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,4,151,13.73,,0,,,0,,,2,22 years 248 days
12,12,20/04/2023,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,46,197,16.42,,0,,,0,,,2,22 years 253 days
13,13,22/04/2023,Mumbai Indians,Wankhede Stadium,26,223,17.15,,0,,,0,,,2,22 years 255 days
14,14,28/04/2023,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,9,232,16.57,,0,,,0,,,2,22 years 261 days
15,15,30/04/2023,Chennai Super Kings,MA Chidambaram Stadium,42,274,18.27,,0,,,0,,,2,22 years 263 days
16,16,03/05/2023,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,9,283,17.69,,0,,,0,,,2,22 years 266 days
17,17,08/05/2023,Kolkata Knight Riders,Eden Gardens,12,295,17.35,,0,,,0,,,2,22 years 271 days
18,18,13/05/2023,Delhi Capitals,Arun Jaitley Stadium,103,398,22.11,,0,,,0,,,2,22 years 276 days
19,19,17/05/2023,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,22,420,22.11,,0,,,0,,,2,22 years 280 days
20,20,19/05/2023,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,2,422,21.10,,0,,,0,,,2,22 years 282 days
21,21,23/03/2024,Delhi Capitals,Maharaja Yadavindra Singh International Cricket St,26,448,21.33,,0,,,0,,,2,23 years 226 days
22,22,25/03/2024,Royal Challengers Bengaluru,M Chinnaswamy Stadium,25,473,21.50,,0,,,0,,,2,23 years 228 days
23,23,30/03/2024,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,19,492,21.39,,0,,,0,,,2,23 years 233 days
24,24,04/04/2024,Gujarat Titans,Narendra Modi Stadium,35,527,21.96,,0,,,0,,,2,23 years 238 days
25,25,09/04/2024,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket St,4,531,21.24,,0,,,0,,,2,23 years 243 days
26,26,13/04/2024,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,10,541,20.81,,0,,,0,,,2,23 years 247 days
27,27,18/04/2024,Mumbai Indians,Maharaja Yadavindra Singh International Cricket St,0,541,20.04,,0,,1,1,,,2,23 years 252 days
28,28,21/04/2024,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,35,576,20.57,,0,,,1,,,2,23 years 255 days
29,29,26/04/2024,Kolkata Knight Riders,Eden Gardens,54,630,21.72,,0,,,1,,,2,23 years 260 days
30,30,01/05/2024,Chennai Super Kings,MA Chidambaram Stadium,13,643,21.43,,0,,,1,,,2,23 years 265 days
31,31,05/05/2024,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,30,673,21.71,,0,,,1,,,2,23 years 269 days
32,32,09/05/2024,Royal Challengers Bengaluru,Himachal Pradesh Cricket Association Stadium,6,679,21.22,,0,,,1,,,2,23 years 273 days
33,33,15/05/2024,Rajasthan Royals,Barsapara Cricket Stadium,6,685,20.76,,0,,,1,,,2,23 years 279 days
34,34,19/05/2024,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,71,756,22.24,,0,,,1,,,2,23 years 283 days
35,35,25/03/2025,Gujarat Titans,Narendra Modi Stadium,5,761,21.74,,0,,,1,,,2,24 years 227 days
36,36,01/04/2025,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,69,830,23.06,,0,,,1,1,,3,24 years 234 days
37,37,05/04/2025,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,17,847,22.89,,0,,,1,,,3,24 years 238 days
38,38,08/04/2025,Chennai Super Kings,Maharaja Yadavindra Singh International Cricket St,0,847,22.29,,0,,,1,,1,4,24 years 241 days
39,39,12/04/2025,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,42,889,22.79,,0,,,1,,,4,24 years 245 days
40,40,15/04/2025,Kolkata Knight Riders,Maharaja Yadavindra Singh International Cricket St,30,919,22.98,,0,,,1,,,4,24 years 248 days
41,41,18/04/2025,Royal Challengers Bengaluru,M Chinnaswamy Stadium,13,932,22.73,,0,,,1,,,4,24 years 251 days
42,42,20/04/2025,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,33,965,22.98,,0,,,1,,,4,24 years 253 days
43,43,26/04/2025,Kolkata Knight Riders,Eden Gardens,83,1048,24.37,,0,,,1,,,4,24 years 259 days
44,44,30/04/2025,Chennai Super Kings,MA Chidambaram Stadium,54,1102,25.05,,0,,,1,,,4,24 years 263 days
45,45,04/05/2025,Lucknow Super Giants,Himachal Pradesh Cricket Association Stadium,91,1193,26.51,,0,,,1,,,4,24 years 267 days
46,46,18/05/2025,Rajasthan Royals,Sawai Mansingh Stadium,21,1214,26.39,,0,,,1,1,,5,24 years 281 days
47,47,24/05/2025,Delhi Capitals,Sawai Mansingh Stadium,28,1242,26.43,,0,,,1,,,5,24 years 287 days
48,48,26/05/2025,Mumbai Indians,Sawai Mansingh Stadium,13,1255,26.15,,0,,,1,,,5,24 years 289 days
49,49,29/05/2025,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,18,1273,25.98,,0,,,1,,,5,24 years 292 days
50,50,01/06/2025,Mumbai Indians,Narendra Modi Stadium,6,1279,25.58,,0,,,1,,,5,24 years 295 days
